;Abertura da Proposta;Edital;Endereço;Entrega da Proposta;Fax;Objeto;Telefone;preg_cod
10; em 16/08/2010 às 10:00Hs, no endereço: www.comprasnet.gov.br;04/08/2010 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 04/08/2010 às 08:30Hs;(0xx21) 25887294      ;Objeto: Pregão Eletrônico -  Material de Escritório;(0xx21) 25887000;122010
11; em 13/10/2010 às 14:00Hs, no endereço: www.comprasnet.gov.br;28/09/2010 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, 65 - Centro - Rio de Janeiro (RJ); a partir de 28/09/2010 às 08:30Hs;(0xx21) 25887292      ;OBJETO : PREGAO ELETRONICO   Sobressalentes de medidor ultrassônico de vazão.;(0xx21) 25887143;132010
12; em 06/07/2010 às 10:00Hs, no endereço: www.comprasnet.gov.br;22/06/2010 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65 - Centro - Rio de Janeiro (RJ); a partir de 22/06/2010 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Equipamentos para rede de dados;(0xx21) 25887148;152010
13; em 11/03/2010 às 10:00Hs, no endereço: www.comprasnet.gov.br;01/03/2010 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65 - 12º andar - Centro - Rio de Janeiro (RJ); a partir de 01/03/2010 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Equipamento de gravação;(0xx21) 25887000;162010
14; em 06/05/2010 às 14:00Hs, no endereço: www.comprasnet.gov.br;20/04/2010 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 20/04/2010 às 08:30Hs;(0xx21) 25887200      ;Objeto: Pregão Eletrônico -  Materiais elétricos.;(0xx21) 25887071;172010
15; em 23/06/2010 às 10:00Hs, no endereço: www.comprasnet.gov.br;31/05/2010 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65 - Centro - Rio de Janeiro (RJ); a partir de 31/05/2010 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Polias;(0xx21) 25887154;182010
16; em 30/03/2010 às 10:00Hs, no endereço: www.comprasnet.gov.br;17/03/2010 das 08:00 às 11:30 Hs e das 13:00 às 16:30 Hs;ENDEREÇO: Rua da Candelária, 65 / 2º andar - Centro - Rio de Janeiro (RJ); a partir de 17/03/2010 às 08:00Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Fornecimento de fios e cabos elétricos conforme descritivos constantes do Edital da licitação.;(0xx21) 25887141;202010
17; em 29/06/2010 às 10:00Hs, no endereço: www.comprasnet.gov.br;16/06/2010 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65  12º andar - Centro - Rio de Janeiro (RJ); a partir de 16/06/2010 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Terminal externo isolante;(0xx21) 25887000;222010
18; em 26/05/2010 às 10:00Hs, no endereço: www.comprasnet.gov.br;13/05/2010 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65 - Centro - Rio de Janeiro (RJ); a partir de 13/05/2010 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Protetores auditivos;(0xx21) 25887148;232010
19; em 17/06/2010 às 10:00Hs, no endereço: www.comprasnet.gov.br;02/06/2010 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelaria, 65 - Centro - Rio de Janeiro (RJ); a partir de 02/06/2010 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Medidor de vazão eacessórios;(0xx21) 25887154;242010
20; em 21/05/2010 às 10:00Hs, no endereço: www.comprasnet.gov.br;07/05/2010 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 07/05/2010 às 08:30Hs;(0xx21) 25887294      ;Objeto: Pregão Eletrônico -  Cintilador Líquido;(0xx21) 25887000;252010
21; em 27/05/2010 às 10:00Hs, no endereço: www.comprasnet.gov.br;14/05/2010 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65  12º andar - Centro - Rio de Janeiro (RJ); a partir de 14/05/2010 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Calibrador de temperatura;(0xx21) 25887000;262010
22; em 06/05/2010 às 10:00Hs, no endereço: www.comprasnet.gov.br;20/04/2010 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 20/04/2010 às 08:30Hs;(0xx21) 25887200      ;Objeto: Pregão Eletrônico -  Pré-amplificador;(0xx21) 25887071;272010
23; em 04/05/2010 às 10:00Hs, no endereço: www.comprasnet.gov.br;16/04/2010 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 16/04/2010 às 08:30Hs;(0xx21) 25887294      ;Objeto: Pregão Eletrônico -  Óleo Lubrificante;(0xx21) 25887151;282010
24; em 12/05/2010 às 10:00Hs, no endereço: www.comprasnet.gov.br;29/04/2010 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65 - 2 andar - Centro - Rio de Janeiro (RJ); a partir de 29/04/2010 às 08:30Hs;(0xx21)               ;Objeto: Pregão Eletrônico -  Fornecimento de multímetro digital;(0xx21) 25887141;302010
25; em 16/07/2010 às 10:00Hs, no endereço: www.comprasnet.gov.br;05/07/2010 das 08:00 às 11:30 Hs e das 13:00 às 16:30 Hs;ENDEREÇO: Rua da Candelária, 65 / 2º andar - Centro - Rio de Janeiro (RJ); a partir de 05/07/2010 às 08:00Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Fornecimento de braçadeiras conforme descritivos constantes do Edital da licitação.;(0xx21) 25887141;312010
26; em 18/06/2010 às 10:00Hs, no endereço: www.comprasnet.gov.br;02/06/2010 das 08:00 às 11:30 Hs e das 13:00 às 16:30 Hs;ENDEREÇO: Rua da Candelária, 65 / 2º andar - Centro - Rio de Janeiro (RJ); a partir de 02/06/2010 às 08:00Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Fornecimento de um microhmímetro para teste de resistência conforme descritivo constante do Edital da licitação.;(0xx21) 25887146;322010
27; em 18/05/2010 às 10:00Hs, no endereço: www.comprasnet.gov.br;03/05/2010 das 09:00 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, 65, 2º andar - Centro - Rio de Janeiro (RJ); a partir de 03/05/2010 às 09:00Hs;(0xx24) 33629042      ;OBJETO : PREGAO ELETRONICO   Prestação de serviços de coleta e análise de amostras de organismos fitoplanctônicos e zooplanctônicos e de nutrientes da água.;(0xx24) 33629096;332010
28; em 16/06/2010 às 14:00Hs, no endereço: www.comprasnet.gov.br;21/05/2010 das 08:30 às 11:00 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65 - Centro - Rio de Janeiro (RJ); a partir de 21/05/2010 às 08:30Hs;(0xx21) 25887218      ;Objeto: Pregão Eletrônico -  Prestação de Serviços de Fornecimento de 11 Licenças de Autocad  última versão e 11 Subscriptions.;(0xx21) 25887137;342010
29; em 14/10/2010 às 10:00Hs, no endereço: www.comprasnet.gov.br;30/09/2010 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65 - Centro - Rio de Janeiro (RJ); a partir de 30/09/2010 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Lâmpadas;(0xx21) 25887148;352010
30; em 22/06/2010 às 14:00Hs, no endereço: www.comprasnet.gov.br;28/05/2010 das 08:00 às 11:30 Hs e das 13:00 às 16:30 Hs;ENDEREÇO: Rua da Candelária, 65 / 12º andar - Centro - Rio de Janeiro (RJ); a partir de 28/05/2010 às 08:00Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Fornecimento de removedores de oxidação conforme descritivos constantes do Edital.;(0xx21) 25887146;362010
31; em 14/04/2010 às 10:00Hs, no endereço: www.comprasnet.gov.br;31/03/2010 das 08:30 às 11:30 Hs e das 14:00 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65 - Centro - Rio de Janeiro (RJ); a partir de 31/03/2010 às 08:30Hs;(0xx21) 25887218      ;Objeto: Pregão Eletrônico -  Prestação de serviços de transporte rodoviário de contêineres especiais contendo elementos combustiveis (carga sensivel);(0xx21) 25887687;372010
32; em 08/04/2010 às 10:00Hs, no endereço: www.comprasnet.gov.br;24/03/2010 das 09:00 às 11:00 Hs e das 14:00 às 16:00 Hs;ENDEREÇO: Rua da candelária nº 65 / 12º andar - Centro - Rio de Janeiro (RJ); a partir de 24/03/2010 às 09:00Hs;(0xx21) 25887218      ;Objeto: Pregão Eletrônico -  Serviços de gestão de cartões refeição/alimentação, em observência ao Programa de Alimentação do Trabalhador - PAT.;(0xx21) 25887722;382010
33; em 01/03/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;17/02/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65 - 2 andar - Centro - Rio de Janeiro (RJ); a partir de 17/02/2011 às 08:30Hs;(0xx25) 25887292      ;Objeto: Pregão Eletrônico -  Sistema de mediçãode ponto de orvalho.;(0xx25) 25887139;392010
34; em 11/05/2010 às 10:00Hs, no endereço: www.comprasnet.gov.br;29/04/2010 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65 - 2 andar - Centro - Rio de Janeiro (RJ); a partir de 29/04/2010 às 08:30Hs;(0xx21)               ;Objeto: Pregão Eletrônico -  Fornecimento de amplificador de volume;(0xx21) 25887141;402010
35; em 06/04/2010 às 10:00Hs, no endereço: www.comprasnet.gov.br;23/03/2010 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65 - 12º andar - Centro - Rio de Janeiro (RJ); a partir de 23/03/2010 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Materiais para laboratório de monitoramento químico;(0xx21) 25887000;412010
36; em 07/05/2010 às 10:00Hs, no endereço: www.comprasnet.gov.br;26/04/2010 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65  12º andar - Centro - Rio de Janeiro (RJ); a partir de 26/04/2010 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Terminação termocontrátil;(0xx21) 25887000;422010
37; em 25/03/2010 às 10:00Hs, no endereço: www.comprasnet.gov.br;15/03/2010 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65 - 2 andar - Centro - Rio de Janeiro (RJ); a partir de 15/03/2010 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Cloreto de sódio;(0xx21) 25887139;432010
38; em 11/08/2010 às 14:00Hs, no endereço: www.comprasnet.gov.br;28/07/2010 das 09:00 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, nº 65, 2º andar - Centro - Rio de Janeiro (RJ); a partir de 28/07/2010 às 09:00Hs;(0xx24) 33629042      ;Objeto: Pregão Eletrônico -  Prestação de serviços técnicos especializados de tradução e versão de textos e documentação técnica de engenharia.;(0xx24) 33629000;442010
39; em 04/05/2010 às 14:00Hs, no endereço: www.comprasnet.gov.br;16/04/2010 das 08:00 às 11:30 Hs e das 13:00 às 16:30 Hs;ENDEREÇO: Rua da Candelária, 65 - Centro - Rio de Janeiro (RJ); a partir de 16/04/2010 às 08:00Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Fornecimento de papel copiativo no formato A-4, por um período estimado de 36 meses.;(0xx21) 25887146;452010
40; em 14/05/2010 às 14:00Hs, no endereço: www.comprasnet.gov.br;29/04/2010 das 08:30 às 11:00 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65 - décimo andar - Centro - Rio de Janeiro (RJ); a partir de 29/04/2010 às 08:30Hs;(0xx21) 25887218      ;Objeto: Pregão Eletrônico -  Prestação de serviços de vigilância patrimonial na área da Central Nuclear Almirante Álvaro Alberto - CNAAA e de escolta armada.;(0xx21) 25887687;472010
41; em 07/04/2010 às 10:00Hs, no endereço: www.comprasnet.gov.br;24/03/2010 das 08:00 às 11:30 Hs e das 13:00 às 16:30 Hs;ENDEREÇO: Rua da Candelária, 65 / 2º andar - Centro - Rio de Janeiro (RJ); a partir de 24/03/2010 às 08:00Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Fornecimento de vacina antigripal conforme descritivo constante do Edital.;(0xx21) 25887146;482010
42; em 21/05/2010 às 14:00Hs, no endereço: www.comprasnet.gov.br;10/05/2010 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 10/05/2010 às 08:30Hs;(0xx21) 25887294      ;Objeto: Pregão Eletrônico -  Porcas-arruelas-parafusos;(0xx21) 25887000;492010
43; em 29/04/2010 às 14:00Hs, no endereço: www.comprasnet.gov.br;13/04/2010 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 13/04/2010 às 08:30Hs;(0xx21) 25887294      ;Objeto: Pregão Eletrônico -  Transmissor diferencial de pressão;(0xx21) 25887138;502010
44; em 07/05/2010 às 10:00Hs, no endereço: www.comprasnet.gov.br;26/04/2010 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 26/04/2010 às 08:30Hs;(0xx21) 25887294      ;Objeto: Pregão Eletrônico -  Multímetro Digital;(0xx21) 25887138;512010
45; em 21/06/2010 às 14:00Hs, no endereço: www.comprasnet.gov.br;27/05/2010 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 27/05/2010 às 08:30Hs;(0xx21) 25887294      ;Objeto: Pregão Eletrônico -  Estação de Comunicação Portátil;(0xx21) 25887000;522010
46; em 02/06/2010 às 10:00Hs, no endereço: www.comprasnet.gov.br;20/05/2010 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 20/05/2010 às 08:30Hs;(0xx21) 25887294      ;Objeto: Pregão Eletrônico -  Componentes para o Sistema de Aquisição de Dados.;(0xx21) 25887000;532010
47; em 20/09/2010 às 14:00Hs, no endereço: www.comprasnet.gov.br;03/09/2010 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 03/09/2010 às 08:30Hs;(0xx21) 25887200      ;Objeto: Pregão Eletrônico -  Capacete segurança.;(0xx21) 25887071;542010
48; em 11/05/2010 às 10:00Hs, no endereço: www.comprasnet.gov.br;28/04/2010 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65 - Centro - Rio de Janeiro (RJ); a partir de 28/04/2010 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Gás refrigerante;(0xx21) 25887154;552010
49; em 07/05/2010 às 14:00Hs, no endereço: www.comprasnet.gov.br;27/04/2010 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelaria, 65- 12 andar - Centro - Rio de Janeiro (RJ); a partir de 27/04/2010 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Luvas de Segurança;(0xx21) 25887139;572010
50; em 02/06/2010 às 10:00Hs, no endereço: www.comprasnet.gov.br;21/05/2010 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65 - Centro - Rio de Janeiro (RJ); a partir de 21/05/2010 às 08:30Hs;(0xx21) 25887200      ;Objeto: Pregão Eletrônico -  Nitrogênio super seco;(0xx21) 25887071;582010
51; em 17/09/2010 às 10:00Hs, no endereço: www.comprasnet.gov.br;02/09/2010 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65  12º andar - Centro - Rio de Janeiro (RJ); a partir de 02/09/2010 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Copo plástico;(0xx21) 25887000;592010
52; em 08/07/2010 às 10:00Hs, no endereço: www.comprasnet.gov.br;24/06/2010 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65  12º andar - Centro - Rio de Janeiro (RJ); a partir de 24/06/2010 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Bomba Centrífuga;(0xx21) 25887000;602010
53; em 30/06/2010 às 10:00Hs, no endereço: www.comprasnet.gov.br;25/05/2010 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65 - Centro - Rio de Janeiro (RJ); a partir de 25/05/2010 às 08:30Hs;(0xx21) 25887200      ;Objeto: Pregão Eletrônico -  Hidrogênio gasoso pureza 99,9%;(0xx21) 25887071;612010
54; em 11/05/2010 às 14:00Hs, no endereço: www.comprasnet.gov.br;28/04/2010 das 08:00 às 11:30 Hs e das 13:00 às 16:30 Hs;ENDEREÇO: Rua da Candelária, 65/ 2º andar - Centro - Rio de Janeiro (RJ); a partir de 28/04/2010 às 08:00Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Fornecimento de uma carreta industrial modelo 5ª roda, conforme descritivo constante do Edital da licitação.;(0xx21) 25887146;622010
55; em 30/08/2010 às 10:00Hs, no endereço: www.comprasnet.gov.br;17/08/2010 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, 65  12ºandar - Centro - Rio de Janeiro (RJ); a partir de 17/08/2010 às 08:30Hs;(0xx21) 25887292      ;OBJETO : PREGAO ELETRONICO   Juntas de expansão e vedação;(0xx21) 25887000;632010
56; em 20/07/2010 às 10:00Hs, no endereço: www.comprasnet.gov.br;08/07/2010 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 08/07/2010 às 08:30Hs;(0xx21) 25887200      ;Objeto: Pregão Eletrônico -  Sapatilhas;(0xx21) 25887071;642010
57; em 01/06/2010 às 10:00Hs, no endereço: www.comprasnet.gov.br;19/05/2010 das 08:00 às 11:30 Hs e das 13:00 às 16:30 Hs;ENDEREÇO: Rua da Candelária, 65 / 2º andar - Centro - Rio de Janeiro (RJ); a partir de 19/05/2010 às 08:00Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Aquisição de itens de uniforme conforme descritivos constantes do Edital da licitação.;(0xx21) 25887146;652010
58; em 18/06/2010 às 10:00Hs, no endereço: www.comprasnet.gov.br;28/05/2010 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65  12º andar - Centro - Rio de Janeiro (RJ); a partir de 28/05/2010 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Fita adesiva;(0xx21) 25887000;662010
59; em 22/07/2010 às 10:00Hs, no endereço: www.comprasnet.gov.br;09/07/2010 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65  12º andar - Centro - Rio de Janeiro (RJ); a partir de 09/07/2010 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Plástico de máquina plastificadora;(0xx21) 25887000;672010
60; em 20/05/2010 às 10:00Hs, no endereço: www.comprasnet.gov.br;07/05/2010 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelaria, 65 - Centro - Rio de Janeiro (RJ); a partir de 07/05/2010 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Tubo e curva PVC;(0xx21) 25887148;682010
61; em 16/06/2010 às 10:00Hs, no endereço: www.comprasnet.gov.br;31/05/2010 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65  12º andar - Centro - Rio de Janeiro (RJ); a partir de 31/05/2010 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Rotor;(0xx21) 25887000;692010
62; em 28/06/2010 às 10:00Hs, no endereço: www.comprasnet.gov.br;09/06/2010 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelaria, 65 - Centro - Rio de Janeiro (RJ); a partir de 09/06/2010 às 08:30Hs;(0xx21) 25887218      ;Objeto: Pregão Eletrônico -  Prestação de Serviços Tecnicos Especializados de Engenharia de Segurança - Resgate em Espaços Confinados.;(0xx21) 25887775;702010
63; em 01/06/2010 às 14:00Hs, no endereço: www.comprasnet.gov.br;20/05/2010 das 08:00 às 11:30 Hs e das 13:00 às 16:30 Hs;ENDEREÇO: Rua da Candelária, 65 / 2º andar - Centro - Rio de Janeiro (RJ); a partir de 20/05/2010 às 08:00Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Fornecimento de óculos de segurança conforme descritivos constantes do Edital da licitação.;(0xx21) 25887146;712010
64; em 23/07/2010 às 14:00Hs, no endereço: www.comprasnet.gov.br;13/07/2010 das 08:00 às 11:30 Hs e das 13:00 às 16:30 Hs;ENDEREÇO: Rua da Candelária, 65 / 2º andar - Centro - Rio de Janeiro (RJ); a partir de 13/07/2010 às 08:00Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Aquisição de calçados de segurança conforme descritivos constantes do Edital do licitação.;(0xx21) 25887146;722010
65; em 07/07/2010 às 10:00Hs, no endereço: www.comprasnet.gov.br;22/06/2010 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 22/06/2010 às 08:30Hs;(0xx21) 25887200      ;Objeto: Pregão Eletrônico -  Reagente analisador;(0xx21) 25887071;732010
66; em 15/03/2011 às 10:00Hs, no endereço: www.comprasnet.gov.br;28/02/2011 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, 65 - Centro - Rio de Janeiro (RJ); a partir de 28/02/2011 às 08:30Hs;(0xx21) 25887200      ;OBJETO : PREGAO ELETRONICO   Madeiras diversas;(0xx21) 25887071;742010
67; em 18/05/2010 às 10:00Hs, no endereço: www.comprasnet.gov.br;05/05/2010 das 08:30 às 11:00 Hs e das 13:00 às 16:00 Hs;ENDEREÇO: Rua da Candelária, 65 - 2 andar - Centro - Rio de Janeiro (RJ); a partir de 05/05/2010 às 08:30Hs;(0xx21)               ;Objeto: Pregão Eletrônico -  Elemento filtrante;(0xx21) 25887141;752010
