;Abertura da Proposta;Edital;Endereço;Entrega da Proposta;Fax;Objeto;Telefone;preg_cod
24; em 11/10/2012 às 09:00Hs, no endereço: www.comprasnet.gov.br;01/10/2012 das 08:15 às 11:45 Hs e das 13:15 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 01/10/2012 às 08:15Hs;(0xx21) 21265980      ;Objeto: Pregão Eletrônico -  Contratação de empresa especializada para a prestação de serviços de monitoramento de veículos via satélite, com fornecimento de equipamento GPS, no total de 14 (quatorze) veículos pertencentes ao Depósito de Combustíveis da Marinha no Rio de Janeiro, pelo período de 12 (doze) meses.;(0xx21) 21265980;32012
25; em 30/10/2012 às 09:00Hs, no endereço: www.comprasnet.gov.br;17/10/2012 das 08:30 às 11:45 Hs e das 13:15 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 17/10/2012 às 08:30Hs;(0xx20) 21265980      ;Objeto: Pregão Eletrônico -  Contratação de empresa especializada para elaboração de desenhos técnicos, plantas, esquemas isométricos, fluxogramas e folhas de dados referentes ao sistema de abastecimento do Depósito de Combustíveis da Marinha no Rio de Janeiro (DepCMRJ),  conforme o  Apenso A  PROGRAMA PARA PROJETO (PPP) Nº PE. 1.71210.P18.PPP.001.11, elaborado pela Diretoria de Obras Civis da Marinha.;(0xx20) 21265980;42012
26; em 11/07/2012 às 09:00Hs, no endereço: www.comprasnet.gov.br;29/06/2012 das 08:30 às 11:30 Hs e das 13:30 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 29/06/2012 às 08:30Hs;(0xx21) 21265980      ;Objeto: Pregão Eletrônico -  Aquisição de pneus e baterias novos, originais e com garantia de fábrica, dentro dos padrões técnicos estabelecidos e regulamentados pela Portaria nº 5, de 14 de janeiro de 2000, do Instituto de Metrologia, Normalização e Qualidade Industrial   IMETRO e Associação Brasileira de Normas Técnicas para serem usados em viaturas da Divisão de Transportes do Depósito de Combustíveis da Marinha no Rio de Janeiro (DepCMRJ), conforme estabelecido do Edital 06/2012 do DepCMRJ.;(0xx21) 21265980;62012
27; em 07/08/2012 às 09:00Hs, no endereço: www.comprasnet.gov.br;20/07/2012 das 08:30 às 11:30 Hs e das 13:15 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 20/07/2012 às 08:30Hs;(0xx21) 21265980      ;Objeto: Pregão Eletrônico -  Contratação de empresa de engenharia especializada para realização de serviço comum de engenharia de contenção da encosta posicionada junto a bacia de contenção dos Tanques A e B do Depósito de Combustíveis da Marinha no Rio de Janeiro (DepCMRJ), por meio de muro de gabião, conforme especificações contidas no Edital.;(0xx21) 21265980;82012
28; em 19/04/2012 às 09:00Hs, no endereço: www.comprasnet.gov.br;05/04/2012 das 08:30 às 11:30 Hs e das 13:30 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 05/04/2012 às 08:30Hs;               ;Objeto: Pregão Eletrônico -  Aquisição de ferramentas e equipamentos de proteção individual para a Divisão de Abastecimento do Depósito de Combustíveis da Marinha no Rio de Janeiro,  conforme as especificações apresentadas no Termo de Referência.;         ;102012
29; em 15/05/2012 às 09:00Hs, no endereço: www.comprasnet.gov.br;02/05/2012 das 08:30 às 11:30 Hs e das 13:30 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 02/05/2012 às 08:30Hs;(0xx21)               ;Objeto: Pregão Eletrônico -  Aquisição de equipamentos necessários a atividade do laboratório de análises e monitoramento da qualidade dos combustíveis e lubrificantes estocados nesse DepCMRJ, conforme descrito no Termo de Referência do Edital nº 11/2012.;(0xx21) 21265980;112012
30; em 25/04/2012 às 09:00Hs, no endereço: www.comprasnet.gov.br;11/04/2012 das 08:30 às 11:30 Hs e das 13:30 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 11/04/2012 às 08:30Hs;(0xx21)               ;Objeto: Pregão Eletrônico -  Contratação de empresa para prestação de serviços, aquisição e instalação de filtros simplex de 6 polegadas e filtro simplex de 4 polegadas nas redes de combustíveis do DepCMRJ, para atender às necessidades da Divisão de Abastecimento, conforme especificações constantes do Anexo A   Termo de Referência - deste Edital.;(0xx21)         ;162012
31; em 07/11/2012 às 13:00Hs, no endereço: www.comprasnet.gov.br;23/10/2012 das 08:30 às 11:45 Hs e das 13:15 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 23/10/2012 às 08:30Hs;(0xx21) 21265980      ;Objeto: Pregão Eletrônico -  Contratação dos serviços de manutenção de válvulas, das redes de combustíveis do  Depósito de Combustíveis da Marinha no Rio de Janeiro, conforme especificações e quantitativos estabelecidos no Termo de Referência;(0xx21) 21265980;212012
32; em 07/11/2012 às 09:00Hs, no endereço: www.comprasnet.gov.br;23/10/2012 das 08:15 às 11:45 Hs e das 13:15 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 23/10/2012 às 08:15Hs;(0xx21) 21265980      ;Objeto: Pregão Eletrônico -  Fornecimento e instalação de válvulas, para as redes de combustíveis do  Depósito de Combustíveis da Marinha no Rio de Janeiro, conforme especificações e quantitativos estabelecidos abaixo:;(0xx21) 21265980;222012
33; em 11/10/2012 às 09:00Hs, no endereço: www.comprasnet.gov.br;01/10/2012 das 08:15 às 11:45 Hs e das 13:15 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 01/10/2012 às 08:15Hs;(0xx21) 21265980      ;Objeto: Pregão Eletrônico -  Aquisição de tambores novos de 200 litros para atender às necessidades do DepCMRJ, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.;(0xx21) 21265980;232012
34; em 12/06/2012 às 09:00Hs, no endereço: www.comprasnet.gov.br;25/05/2012 das 08:00 às 11:30 Hs e das 13:15 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 25/05/2012 às 08:00Hs;(0xx21) 21265980      ;Objeto: Pregão Eletrônico -  Registro de preços para escolha da proposta mais vantajosa para a eventual contratação de empresa para a prestação de serviços de recolhimento de lixo gerado por esta unidade em decorrência de suas atividades administrativas conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.;(0xx21) 21265980;242012
35; em 11/10/2012 às 13:30Hs, no endereço: www.comprasnet.gov.br;01/10/2012 das 08:00 às 11:45 Hs e das 13:15 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 01/10/2012 às 08:00Hs;(0xx21) 21265980      ;Objeto: Pregão Eletrônico -  Aquisição de materiais para manobra de peso, para a transferência de lubrificantes e graxas do cais do DepCMRJ às embarcações que os transportarão, para a Divisão de Abastecimento do Depósito de Combustíveis da Marinha no Rio de Janeiro, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.;(0xx21) 21265980;252012
36; em 01/11/2012 às 09:00Hs, no endereço: www.comprasnet.gov.br;22/10/2012 das 08:15 às 11:45 Hs e das 13:15 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 22/10/2012 às 08:15Hs;(0xx21) 21265980      ;Objeto: Pregão Eletrônico -  Contratação de serviços de engenharia, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.;(0xx21) 21265980;282012
37; em 06/11/2012 às 08:00Hs, no endereço: www.comprasnet.gov.br;23/10/2012 das 08:15 às 11:45 Hs e das 13:15 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 23/10/2012 às 08:15Hs;(0xx21) 21265980      ;Objeto: Pregão Eletrônico -  Serviço de engenharia para realização das obras da enfermaria e estacionamento do Depósito de Combustíveis da Marinha no Rio de Janeiro, especificados no Estudo Técnico Preliminar, sob o regime de execução de empreitada por preço global, conforme condições, quantidades e exigências estabelecidas neste instrumento, especificamente no Apensos  A e B, à este Termo, o Memorial Descritivo e Orçamento Sintético.;(0xx21) 21265980;292012
38; em 02/10/2012 às 09:00Hs, no endereço: www.comprasnet.gov.br;20/09/2012 das 08:15 às 11:45 Hs e das 13:15 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 20/09/2012 às 08:15Hs;(0xx21) 21265980      ;Objeto: Pregão Eletrônico -  Aquisição de gêneros alimentícios para o DepCMRJ, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.;(0xx21) 21265980;332012
39; em 17/04/2012 às 09:00Hs, no endereço: www.comprasnet.gov.br;04/04/2012 das 08:00 às 11:30 Hs e das 13:15 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 04/04/2012 às 08:00Hs;(0xx21)               ;Objeto: Pregão Eletrônico -  Registro de preços para eventual contratação de serviços de engenharia para manutenção nas redes de combustíveis da Divisão de Abastecimento do Depósito de Combustíveis da Marinha no Rio de Janeiro, com o fornecimento de todo o material necessário à sua execução, conforme especificado no Termo de Referência, Anexo A deste edital.;(0xx21) 21265980;342012
40; em 23/04/2012 às 09:00Hs, no endereço: www.comprasnet.gov.br;09/04/2012 das 08:30 às 11:30 Hs e das 13:30 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 09/04/2012 às 08:30Hs;               ;Objeto: Pregão Eletrônico -  Contratação de serviços especializados em audiofonia para realização de instalação de equipamentos, com fornecimento dos materiais, para  recuperação do sistema de fonoclama do DepCMRJ, com execução mediante o regime de empreitada por preço global, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.;         ;352012
41; em 04/09/2012 às 09:00Hs, no endereço: www.comprasnet.gov.br;22/08/2012 das 08:00 às 11:45 Hs e das 13:15 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 22/08/2012 às 08:00Hs;(0xx21) 21265980      ;Objeto: Pregão Eletrônico -  Contratação de empresa para aquisição de Gás Liquefeito de Petróleo    GLP   engarrafado,  propano-butano para aplicação em cozinha industrial e em empilhadeira industrial, para a  o Depósito de Combustíveis da Marinha no Rio de Janeiro, conforme as especificações conforme condições, quantidades e exigências estabelecidas neste Edital;(0xx21) 21265980;612012
42; em 19/10/2012 às 09:00Hs, no endereço: www.comprasnet.gov.br;08/10/2012 das 08:15 às 11:45 Hs e das 13:15 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 08/10/2012 às 08:15Hs;(0xx21) 21265980      ;Objeto: Pregão Eletrônico -  Manutenção corretiva dos caminhões pipa e caminhão do bombeiro, para atender as necessidades da Divisão de Transporte do Depósito de Combustíveis da Marinha no Rio de Janeiro, conforme especificações e quantitativos estabelecidos;(0xx21) 21265980;622012
43; em 06/06/2012 às 09:00Hs, no endereço: www.comprasnet.gov.br;25/05/2012 das 08:30 às 11:30 Hs e das 13:30 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 25/05/2012 às 08:30Hs;(0xx21) 21265980      ;Objeto: Pregão Eletrônico -  Contratação de empresa para prestação de serviços aquisição e instalação de filtros simplex de 6 polegadas e filtro simplex de 4 polegadas nas redes de combustíveis do DepCMRJ, para atender às necessidades da Divisão de Abastecimento, conforme especificações constantes do Anexo A   Termo de Referência - deste Edital.;(0xx21) 21265980;662012
44; em 18/09/2012 às 09:00Hs, no endereço: www.comprasnet.gov.br;03/09/2012 das 08:00 às 11:45 Hs e das 13:15 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 03/09/2012 às 08:00Hs;(0xx21) 21265980      ;Objeto: Pregão Eletrônico -  Contratação de empresa para prestação dos serviços de manutenção corretiva de bombas de combustíveis e incêndio do Depósito de Combustíveis da Marinha no Rio de Janeiro, conforme especificações e quantitativos estabelecidos neste Edital.;(0xx21) 2126598 ;682012
45; em 14/08/2012 às 09:00Hs, no endereço: www.comprasnet.gov.br;02/08/2012 das 08:30 às 11:30 Hs e das 13:15 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 02/08/2012 às 08:30Hs;(0xx21) 21265980      ;Objeto: Pregão Eletrônico -  Contratação de empresa para realização de serviço comum de engenharia especializada para reforma das instalações de combate a incêndio do Depósito de Combustíveis da Marinha do Rio de Janeiro   DepCMRJ,;(0xx21) 21265980;722012
46; em 25/09/2012 às 09:00Hs, no endereço: www.comprasnet.gov.br;13/09/2012 das 08:00 às 11:45 Hs e das 13:15 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 13/09/2012 às 08:00Hs;(0xx21) 21265980      ;Objeto: Pregão Eletrônico -  Aquisição de equipamentos necessários a atividade do laboratório de análises e monitoramento da qualidade dos combustíveis e lubrificantes estocados nesse DepCMRJ, conforme condições e quantidades dprevistas no Edital.;(0xx21) 21265980;762012
